BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,IssuerId2,StateCode2,ServiceAreaId,ServiceAreaName,CoverEntireState,County,PartialCounty,RowNumber,MarketCoverage,DentalOnlyPlan
2014,ME,48396,OPM,2,2013-11-29 08:33:31,48396,ME,MES001,Anthem Health Plans of ME South Counties,No,23031.0,No,14,Individual,False
2014,ME,48396,OPM,2,2013-11-29 08:33:31,48396,ME,MES001,Anthem Health Plans of ME South Counties,No,23005.0,No,15,Individual,False
2014,ME,48396,OPM,2,2013-11-29 08:33:31,48396,ME,MES001,Anthem Health Plans of ME South Counties,No,23013.0,No,16,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,St Louis Metro Area,No,29219.0,No,93,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,St Louis Metro Area,No,29221.0,No,94,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Southeast,No,29223.0,No,95,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Springfield,No,29225.0,No,96,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Springfield,No,29229.0,No,97,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20075.0,No,50,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20077.0,No,51,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20079.0,No,52,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20081.0,No,53,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20083.0,No,54,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20085.0,No,55,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20087.0,No,56,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20089.0,No,57,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20093.0,No,58,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20095.0,No,59,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20097.0,No,60,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20099.0,No,61,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20101.0,No,62,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20103.0,No,63,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20105.0,No,64,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20107.0,No,65,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20109.0,No,66,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20111.0,No,67,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20115.0,No,68,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20117.0,No,69,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20113.0,No,70,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20119.0,No,71,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20121.0,No,72,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20123.0,No,73,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20125.0,No,74,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20127.0,No,75,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20129.0,No,76,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20131.0,No,77,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20133.0,No,78,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20135.0,No,79,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20137.0,No,80,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20139.0,No,81,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20141.0,No,82,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20143.0,No,83,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20145.0,No,84,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20147.0,No,85,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20149.0,No,86,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20151.0,No,87,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20153.0,No,88,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20155.0,No,89,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20157.0,No,90,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20159.0,No,91,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20161.0,No,92,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20163.0,No,93,Individual,False
2014,KS,18558,OPM,1,2013-09-25 15:48:46,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas,No,20165.0,No,94,Individual,False
2014,ME,48396,OPM,2,2013-11-29 08:33:31,48396,ME,MES001,Anthem Health Plans of ME South Counties,No,23015.0,No,20,Individual,False
2014,ME,48396,OPM,2,2013-11-29 08:33:31,48396,ME,MES001,Anthem Health Plans of ME South Counties,No,23023.0,No,21,Individual,False
2014,ME,48396,OPM,2,2013-11-29 08:33:31,48396,ME,MES001,Anthem Health Plans of ME South Counties,No,23027.0,No,22,Individual,False
2014,ME,48396,OPM,2,2013-11-29 08:33:31,48396,ME,MES002,Anthem Health Plans of ME North Counties,No,23003.0,No,23,Individual,False
2014,ME,48396,OPM,2,2013-11-29 08:33:31,48396,ME,MES002,Anthem Health Plans of ME North Counties,No,23009.0,No,24,Individual,False
2014,ME,48396,OPM,2,2013-11-29 08:33:31,48396,ME,MES002,Anthem Health Plans of ME North Counties,No,23019.0,No,25,Individual,False
2014,ME,48396,OPM,2,2013-11-29 08:33:31,48396,ME,MES002,Anthem Health Plans of ME North Counties,No,23021.0,No,26,Individual,False
2014,ME,48396,OPM,2,2013-11-29 08:33:31,48396,ME,MES002,Anthem Health Plans of ME North Counties,No,23029.0,No,27,Individual,False
2014,ME,48396,OPM,2,2013-11-29 08:33:31,48396,ME,MES002,Anthem Health Plans of ME North Counties,No,23025.0,No,28,Individual,False
2014,MI,15560,OPM,2,2013-11-27 09:24:34,15560,MI,MIS001,Michigan,Yes,23025.0,No,13,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,St Louis Metro Area,No,29189.0,No,13,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,St Louis Metro Area,No,29510.0,No,14,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,St Louis Metro Area,No,29183.0,No,15,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,St Louis Metro Area,No,29186.0,No,16,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,St Louis Metro Area,No,29187.0,No,17,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Southeast,No,29031.0,No,18,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Southeast,No,29143.0,No,19,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29001.0,No,20,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Central,No,29007.0,No,21,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Springfield,No,29009.0,No,22,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Joplin,No,29011.0,No,23,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Southeast,No,29017.0,No,24,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Central,No,29019.0,No,25,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Southeast,No,29023.0,No,26,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Central,No,29027.0,No,27,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29029.0,No,28,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29035.0,No,29,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Springfield,No,29039.0,No,30,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Central,No,29041.0,No,31,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Springfield,No,29043.0,No,32,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29045.0,No,33,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Central,No,29051.0,No,34,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Central,No,29053.0,No,35,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29055.0,No,36,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Springfield,No,29057.0,No,37,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Springfield,No,29059.0,No,38,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29065.0,No,39,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Springfield,No,29067.0,No,40,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Southeast,No,29069.0,No,41,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,St Louis Metro Area,No,29071.0,No,42,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Central,No,29073.0,No,43,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Springfield,No,29077.0,No,44,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Springfield,No,29085.0,No,45,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Central,No,29089.0,No,46,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29091.0,No,47,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29093.0,No,48,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Joplin,No,29097.0,No,49,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,St Louis Metro Area,No,29099.0,No,50,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29103.0,No,51,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Springfield,No,29105.0,No,52,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Springfield,No,29109.0,No,53,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29111.0,No,54,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,St Louis Metro Area,No,29113.0,No,55,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29115.0,No,56,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29121.0,No,57,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Southeast,No,29123.0,No,58,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29125.0,No,59,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29127.0,No,60,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Joplin,No,29119.0,No,61,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29131.0,No,62,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Southeast,No,29133.0,No,63,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Central,No,29135.0,No,64,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Central,No,29137.0,No,65,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Central,No,29139.0,No,66,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29141.0,No,67,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Joplin,No,29145.0,No,68,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29149.0,No,69,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Central,No,29151.0,No,70,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Springfield,No,29153.0,No,71,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Southeast,No,29155.0,No,72,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Southeast,No,29157.0,No,73,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29161.0,No,74,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29163.0,No,75,Individual,False
2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Springfield,No,29167.0,No,76,Individual,False
