DentalOnlyPlan,HIOSProductId,IssuerId,MarketCoverage,NetworkId,PlanId,PlanMarketingName,PlanType,QHPNonQHPTypeId,RowNumber,ServiceAreaId,StandardComponentId,StateCode,TIN,UniquePlanDesign,WellnessProgramOffered,ChildOnlyOffering_Adult-Only,ChildOnlyOffering_Allows Adult and Child-Only,ChildOnlyOffering_Child-Only,CSRVariationType_73% AV Level Silver Plan,CSRVariationType_87% AV Level Silver Plan,CSRVariationType_94% AV Level Silver Plan,CSRVariationType_Limited Cost Sharing Plan Variation,CSRVariationType_Standard  On Exchange Plan,CSRVariationType_Standard Bronze Off Exchange Plan,CSRVariationType_Standard Bronze On Exchange Plan,CSRVariationType_Standard Catastrophic Off Exchange Plan,CSRVariationType_Standard Catastrophic On Exchange Plan,CSRVariationType_Standard Gold Off Exchange Plan,CSRVariationType_Standard Gold On Exchange Plan,CSRVariationType_Standard High Off Exchange Plan,CSRVariationType_Standard High On Exchange Plan,CSRVariationType_Standard Low Off Exchange Plan,CSRVariationType_Standard Low On Exchange Plan,CSRVariationType_Standard Platinum  On Exchange Plan,CSRVariationType_Standard Platinum Off Exchange Plan,CSRVariationType_Standard Platinum On Exchange Plan,CSRVariationType_Standard Silver Off Exchange Plan,CSRVariationType_Standard Silver On Exchange Plan,CSRVariationType_Zero Cost Sharing Plan Variation,IsNewPlan_Existing,IsNewPlan_New,IssuerId_scaled,Metal_Bronze,Metal_Gold,Metal_Other,Metal_Platinum,Metal_Silver
0,7666813000003,0.740748570284163,0,13000N002,76668130000030001-01,Gold $5 Copay H8000 Integris,0,1,4,130002,76668130000030001,13,48-0840330,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.740748570284163,0,1,0,0,0
0,8757113000035,0.8620574556621198,0,13000N003,87571130000350003-05,Blue Advantage Silver PPO 003,1,1,14,130003,87571130000350003,13,36-1236610,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8620574556621198,0,0,0,0,1
0,8757113000036,0.8620574556621198,1,13000N003,87571130000360003-01,Blue Advantage Silver PPO 003,1,1,14,130003,87571130000360003,13,36-1236610,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8620574556621198,0,0,0,0,1
0,9890513000013,0.9881617303455796,0,13000N001,98905130000130008-03,3CCG-CommunityCare Gold Marketplace Select,0,1,9,130001,98905130000130008,13,73-1433979,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9881617303455796,0,1,0,0,0
0,8757113000030,0.8620574556621198,1,13000N001,87571130000300001-00,Blue Choice Gold PPO 001,1,2,4,130001,87571130000300001,13,36-1236610,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8620574556621198,0,1,0,0,0
0,1648114000005,0.07109637508622799,0,14000N001,16481140000050010-01,UPMC Advantage Premium Savings Gold,1,1,10,140001,16481140000050010,14,72-1527566,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.07109637508622799,0,1,0,0,0
0,8757113000029,0.8620574556621198,0,13000N001,87571130000290002-00,Blue Choice Gold PPO 002,1,2,26,130001,87571130000290002,13,36-1236610,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8620574556621198,0,1,0,0,0
0,1648114000004,0.07109637508622799,1,14000N004,16481140000040002-01,Small Business Advantage Premium Platinum 40,1,1,5,140004,16481140000040002,14,72-1527566,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.07109637508622799,0,0,0,1,0
0,9890513000017,0.9881617303455796,1,13000N001,98905130000170023-01,5CCS-CommunityCare Silver Marketplace Select,0,1,4,130001,98905130000170023,13,73-1433979,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.9881617303455796,0,0,0,0,1
0,8757113000033,0.8620574556621198,1,13000N002,87571130000330001-01,Blue Preferred Gold PPO 001,1,2,17,130002,87571130000330001,13,36-1236610,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8620574556621198,0,1,0,0,0
0,8757113000032,0.8620574556621198,0,13000N002,87571130000320001-00,Blue Preferred Gold PPO 001,1,2,44,130002,87571130000320001,13,36-1236610,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8620574556621198,0,1,0,0,0
0,8769813000009,0.863470482209217,1,13000N001,87698130000090001-01,4CCS-CommunityCare Silver Marketplace Select,1,1,4,130001,87698130000090001,13,73-1580741,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.863470482209217,0,0,0,0,1
0,1648114000006,0.07109637508622799,1,14000N005,16481140000060004-01,Small Business Advantage Enhanced Silver 1500,3,1,4,140004,16481140000060004,14,72-1527566,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.07109637508622799,0,0,0,0,1
0,2244414000004,0.1374418656400899,0,14000N001,22444140000040010-05, Marketplace Solutions 6,2,1,14,140001,22444140000040010,14,23-2311553,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1374418656400899,0,0,0,0,1
0,3160914000015,0.2394134270900554,1,14000N001,31609140000150006-01,Personal Choice PPO Platinum Premier HSA 50,1,1,4,140001,31609140000150006,14,23-2184623,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2394134270900554,0,0,0,1,0
0,3160914000007,0.2394134270900554,0,14000N001,31609140000070005-02,Personal Choice PPO Silver Reserve,1,1,5,140001,31609140000070005,14,23-2184623,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2394134270900554,0,0,0,0,1
0,3370914000042,0.2627784329869378,0,14000N002,33709140000420011-01,Flex Blue PPO 1000 a Community Blue Plan,1,1,4,140005,33709140000420011,14,23-1294723,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2627784329869378,0,1,0,0,0
0,3370914000039,0.2627784329869378,0,14000N001,33709140000390001-01,Shared Cost Blue PPO 5500 a Community Blue Plan,1,1,4,140001,33709140000390001,14,23-1294723,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2627784329869378,1,0,0,0,0
0,3387114000010,0.2645808762989831,1,14000N001,33871140000100006-01,Keystone H8000 Silver,0,1,4,140001,33871140000100006,14,23-2405376,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2645808762989831,0,0,0,0,1
0,3387114000004,0.2645808762989831,0,14000N001,33871140000040002-03,Keystone H8000 Gold,0,1,6,140001,33871140000040002,14,23-2405376,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2645808762989831,0,1,0,0,0
0,3370914000043,0.2627784329869378,0,14000N001,33709140000430003-04,Health Savings Blue PPO 1700 a Community Blue Plan,1,1,13,140005,33709140000430003,14,23-1294723,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2627784329869378,0,0,0,0,1
0,3370914000038,0.2627784329869378,0,14000N001,33709140000380001-01,Major Events Blue PPO 6350 a Community Blue plan,1,1,4,140001,33709140000380001,14,23-1294723,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2627784329869378,0,0,1,0,0
0,3370914000048,0.2627784329869378,1,14000N001,33709140000480001-01,Comprehensive Care EPO $1500 A Community Blue Plan,3,1,4,140001,33709140000480001,14,54-1637426,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2627784329869378,0,1,0,0,0
0,3390614000007,0.26497029306393105,0,14000N001,33906140000070004-01,Aetna AdvantagePlus 5500 PD,1,1,4,140001,33906140000070004,14,06-6033492,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.26497029306393105,1,0,0,0,0
0,5289914000003,0.4762900821113064,0,14000N001,52899140000030005-01,UPMC Advantage Enhanced Bronze,0,1,4,140001,52899140000030005,14,23-2813536,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4762900821113064,1,0,0,0,0
0,3370914000049,0.2627784329869378,1,14000N001,33709140000490001-01,4000EX EPO $500/$1000 A Community Blue Plan,3,1,4,140004,33709140000490001,14,54-1637426,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2627784329869378,0,1,0,0,0
0,3370914000041,0.2627784329869378,0,14000N003,33709140000410002-01,Major Events Blue PPO 6350,1,1,7,140005,33709140000410002,14,23-1294723,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2627784329869378,0,0,1,0,0
0,3370914000040,0.2627784329869378,0,14000N001,33709140000400001-01,Health Savings Blue PPO 2750 a Community Blue Plan,1,1,4,140001,33709140000400001,14,23-1294723,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2627784329869378,0,0,0,0,1
0,5289914000002,0.4762900821113064,1,14000N005,52899140000020002-01,Small Business Advantage Standard Gold 1000,0,1,4,140005,52899140000020002,14,23-2813536,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.4762900821113064,0,1,0,0,0
0,5595714000005,0.510313981174481,1,14000N001,55957140000050001-01,BlueCare PPO,1,2,5,140001,55957140000050001,14,23-2905083,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.510313981174481,0,0,0,0,1
0,5595714000016,0.510313981174481,0,14000N001,55957140000160001-01,"myBlue Choice LP $5,500",1,2,5,140001,55957140000160001,14,23-2905083,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.510313981174481,1,0,0,0,0
0,5595714000018,0.510313981174481,0,14000N001,55957140000180002-00,"myBlue Choice $1,000",1,2,4,140001,55957140000180002,14,23-2905083,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.510313981174481,0,1,0,0,0
0,5595714000019,0.510313981174481,0,14000N002,55957140000190002-00,myBlue Access $750,1,2,4,140001,55957140000190002,14,23-2905083,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.510313981174481,0,1,0,0,0
0,5595714000026,0.510313981174481,0,14000N002,55957140000260001-00,myBlueCare,1,2,4,140001,55957140000260001,14,23-2905083,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.510313981174481,0,0,0,0,1
0,5595714000017,0.510313981174481,0,14000N002,55957140000170001-00,"myBlue Accesss LP $4,500",1,2,8,140001,55957140000170001,14,23-2905083,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.510313981174481,1,0,0,0,0
0,7572914000001,0.7303010747902713,1,14000N001,75729140000012576-01,Marketplace Direct 5,1,1,4,140001,75729140000012576,14,20-4275139,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7303010747902713,0,1,0,0,0
0,6484414000005,0.6091924608914306,0,14000N001,64844140000050007-01,Aetna Premier 2000 PD,0,1,4,140001,64844140000050007,14,23-2169745,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6091924608914306,0,1,0,0,0
0,9130314000002,0.903580408998865,0,14000N001,91303140000020001-01,Gold $5 Copay H8000 Plan,0,1,4,140001,91303140000020001,14,25-1264318,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.903580408998865,0,1,0,0,0
0,7019414000020,0.6687175949620597,1,14000N003,70194140000200002-01,Comprehensive Care EPO $2000 70% A Community Blue Plan,3,1,6,140001,70194140000200002,14,54-1637426,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6687175949620597,0,0,0,0,1
0,7019414000016,0.6687175949620597,0,14000N001,70194140000160001-03,Comprehensive Care Blue PPO 1500,1,1,6,140003,70194140000160001,14,54-1637426,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6687175949620597,0,0,0,0,1
0,7019414000014,0.6687175949620597,0,14000N001,70194140000140003-04,Shared Cost Blue PPO 3200,1,1,10,140003,70194140000140003,14,54-1637426,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6687175949620597,0,0,0,0,1
0,7019414000017,0.6687175949620597,0,14000N002,70194140000170005-01,Shared Cost Blue PPO 1500,1,1,13,140006,70194140000170005,14,54-1637426,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6687175949620597,0,1,0,0,0
0,7019414000018,0.6687175949620597,0,14000N002,70194140000180003-06,Health Savings Blue PPO 2500,1,1,24,140006,70194140000180003,14,54-1637426,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6687175949620597,0,0,0,0,1
0,7019414000019,0.6687175949620597,0,14000N002,70194140000190001-03,Comprehensive Care Blue PPO 1500,1,1,12,140006,70194140000190001,14,54-1637426,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6687175949620597,0,0,0,0,1
0,7019414000015,0.6687175949620597,0,14000N001,70194140000150001-01,Health Savings Blue PPO 3400,1,1,4,140003,70194140000150001,14,54-1637426,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6687175949620597,1,0,0,0,0
0,7019414000021,0.6687175949620597,1,14000N003,70194140000210001-01,4000EX EPO $500/$1000 A Community Blue Plan,3,1,4,140004,70194140000210001,14,54-1637426,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6687175949620597,0,1,0,0,0
0,4161415000002,0.3507309908987739,0,15000N003,41614150000020036-02,Gold $0 Copay POS Upstate,2,1,14,150003,41614150000020036,15,20-0229117,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3507309908987739,0,1,0,0,0
0,6512215000001,0.6122855426244465,0,15000N001,65122150000010005-02,Consumers' Choice Silver HDP 1,3,1,23,150001,65122150000010005,15,45-3124969,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6122855426244465,0,0,0,0,1
0,4953215000038,0.4388281893233049,0,15000N001,49532150000380001-00,MyChoice Advantage Bronze 5001,3,2,4,150001,49532150000380001,15,57-0768835,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4388281893233049,1,0,0,0,0
